d,h,od,dit,prd
12,12,StGermainLay-PtAuteuil,37.7,1
12,12,Versailles-Cht-PtAuteuil,33.0,1
12,12,Versailles-Cht-PtChatillon,43.0,1
12,13,PontNeuilly-StGermainLay,23.0,1
12,13,PtAuteuil-StGermainLay,34.5,1
12,13,PtAuteuil-Versailles-Cht,33.5,1
12,13,PtChatillon-Versailles-Cht,39.0,1
12,13,StGermainLay-PontNeuilly,19.0,1
12,13,StGermainLay-PtAuteuil,35.5,1
12,13,Versailles-Cht-PtAuteuil,30.0,1
12,13,Versailles-Cht-PtChatillon,43.8,1
12,14,PontNeuilly-StGermainLay,24.0,1
12,14,PtAuteuil-StGermainLay,34.5,1
12,14,PtAuteuil-Versailles-Cht,35.8,1
12,14,PtChatillon-Versailles-Cht,41.0,1
12,14,StGermainLay-PontNeuilly,19.0,1
12,14,StGermainLay-PtAuteuil,35.0,1
12,14,Versailles-Cht-PtAuteuil,29.8,1
12,14,Versailles-Cht-PtChatillon,42.2,1
12,15,PontNeuilly-StGermainLay,25.5,1
12,15,PtAuteuil-StGermainLay,39.2,1
12,15,PtAuteuil-Versailles-Cht,36.8,1
12,15,PtChatillon-Versailles-Cht,42.5,1
12,15,StGermainLay-PontNeuilly,19.2,1
12,15,StGermainLay-PtAuteuil,34.2,1
12,15,Versailles-Cht-PtAuteuil,31.0,1
12,15,Versailles-Cht-PtChatillon,44.0,1
12,16,PontNeuilly-StGermainLay,29.8,2
12,16,PtAuteuil-StGermainLay,48.0,2
12,16,PtAuteuil-Versailles-Cht,37.2,2
12,16,PtChatillon-Versailles-Cht,40.2,2
12,16,StGermainLay-PontNeuilly,20.0,2
12,16,StGermainLay-PtAuteuil,34.2,2
12,16,Versailles-Cht-PtAuteuil,32.5,2
12,16,Versailles-Cht-PtChatillon,52.5,2
12,17,PontNeuilly-StGermainLay,36.5,2
12,17,PtAuteuil-StGermainLay,52.8,2
12,17,PtAuteuil-Versailles-Cht,42.0,2
12,17,PtChatillon-Versailles-Cht,47.2,2
12,17,StGermainLay-PontNeuilly,20.5,2
12,17,StGermainLay-PtAuteuil,36.2,2
12,17,Versailles-Cht-PtAuteuil,35.8,2
12,17,Versailles-Cht-PtChatillon,60.0,2
12,18,PontNeuilly-StGermainLay,35.0,2
12,18,PtAuteuil-StGermainLay,51.2,2
12,18,PtAuteuil-Versailles-Cht,43.8,2
12,18,PtChatillon-Versailles-Cht,45.5,2
12,18,StGermainLay-PontNeuilly,20.2,2
12,18,StGermainLay-PtAuteuil,38.0,2
12,18,Versailles-Cht-PtAuteuil,34.2,2
12,18,Versailles-Cht-PtChatillon,53.0,2
12,19,PontNeuilly-StGermainLay,31.5,2
12,19,PtAuteuil-StGermainLay,41.8,2
12,19,PtAuteuil-Versailles-Cht,38.2,2
12,19,PtChatillon-Versailles-Cht,42.8,2
12,19,StGermainLay-PontNeuilly,19.0,2
12,19,StGermainLay-PtAuteuil,33.8,2
12,19,Versailles-Cht-PtAuteuil,29.2,2
12,19,Versailles-Cht-PtChatillon,45.0,2
12,20,PontNeuilly-StGermainLay,23.0,-1
12,20,PtAuteuil-StGermainLay,28.5,-1
12,20,PtAuteuil-Versailles-Cht,29.8,-1
12,20,PtChatillon-Versailles-Cht,33.0,-1
12,20,StGermainLay-PontNeuilly,18.0,-1
12,20,StGermainLay-PtAuteuil,29.8,-1
12,20,Versailles-Cht-PtAuteuil,26.5,-1
12,20,Versailles-Cht-PtChatillon,33.2,-1
12,21,PontNeuilly-StGermainLay,19.0,-1
12,21,PtAuteuil-StGermainLay,27.5,-1
12,21,PtAuteuil-Versailles-Cht,27.2,-1
12,21,PtChatillon-Versailles-Cht,30.0,-1
12,21,StGermainLay-PontNeuilly,17.5,-1
12,21,StGermainLay-PtAuteuil,29.2,-1
12,21,Versailles-Cht-PtAuteuil,26.0,-1
12,21,Versailles-Cht-PtChatillon,31.0,-1
13,6,PontNeuilly-StGermainLay,20.0,0
13,6,PtAuteuil-StGermainLay,25.5,0
13,6,PtAuteuil-Versailles-Cht,26.8,0
13,6,PtChatillon-Versailles-Cht,29.8,0
13,6,StGermainLay-PontNeuilly,20.2,0
13,6,StGermainLay-PtAuteuil,34.2,0
13,6,Versailles-Cht-PtAuteuil,27.8,0
13,6,Versailles-Cht-PtChatillon,33.8,0
13,7,PontNeuilly-StGermainLay,26.0,0
13,7,PtAuteuil-StGermainLay,34.0,0
13,7,PtAuteuil-Versailles-Cht,33.8,0
13,7,PtChatillon-Versailles-Cht,38.5,0
13,7,StGermainLay-PontNeuilly,28.5,0
13,7,StGermainLay-PtAuteuil,53.5,0
13,7,Versailles-Cht-PtAuteuil,38.8,0
13,7,Versailles-Cht-PtChatillon,55.8,0
13,8,PontNeuilly-StGermainLay,32.0,0
13,8,PtAuteuil-StGermainLay,42.8,0
13,8,PtAuteuil-Versailles-Cht,38.8,0
13,8,PtChatillon-Versailles-Cht,44.5,0
13,8,StGermainLay-PontNeuilly,26.8,0
13,8,StGermainLay-PtAuteuil,51.5,0
13,8,Versailles-Cht-PtAuteuil,44.0,0
13,8,Versailles-Cht-PtChatillon,62.5,0
13,9,PontNeuilly-StGermainLay,28.8,0
13,9,PtAuteuil-StGermainLay,35.5,0
13,9,PtAuteuil-Versailles-Cht,34.8,0
13,9,PtChatillon-Versailles-Cht,39.5,0
13,9,StGermainLay-PontNeuilly,22.8,0
13,9,StGermainLay-PtAuteuil,40.2,0
13,9,Versailles-Cht-PtAuteuil,35.5,0
13,9,Versailles-Cht-PtChatillon,53.5,0
13,10,PontNeuilly-StGermainLay,23.2,1
13,10,PtAuteuil-StGermainLay,29.8,1
13,10,PtAuteuil-Versailles-Cht,32.2,1
13,10,PtChatillon-Versailles-Cht,36.5,1
13,10,StGermainLay-PontNeuilly,19.5,1
13,10,StGermainLay-PtAuteuil,36.8,1
13,10,Versailles-Cht-PtAuteuil,33.5,1
13,10,Versailles-Cht-PtChatillon,43.8,1
13,11,PontNeuilly-StGermainLay,22.8,1
13,11,PtAuteuil-StGermainLay,30.2,1
13,11,PtAuteuil-Versailles-Cht,33.0,1
13,11,PtChatillon-Versailles-Cht,36.0,1
13,11,StGermainLay-PontNeuilly,21.8,1
13,11,StGermainLay-PtAuteuil,38.8,1
13,11,Versailles-Cht-PtAuteuil,33.2,1
13,11,Versailles-Cht-PtChatillon,41.0,1
13,12,PontNeuilly-StGermainLay,23.5,1
13,12,PtAuteuil-StGermainLay,34.0,1
13,12,PtAuteuil-Versailles-Cht,34.0,1
13,12,PtChatillon-Versailles-Cht,37.5,1
13,12,StGermainLay-PontNeuilly,19.5,1
13,12,StGermainLay-PtAuteuil,36.0,1
13,12,Versailles-Cht-PtAuteuil,32.0,1
13,12,Versailles-Cht-PtChatillon,42.5,1
13,13,PontNeuilly-StGermainLay,23.2,1
13,13,PtAuteuil-StGermainLay,34.8,1
13,13,PtAuteuil-Versailles-Cht,34.0,1
13,13,PtChatillon-Versailles-Cht,38.2,1
13,13,StGermainLay-PontNeuilly,19.0,1
13,13,StGermainLay-PtAuteuil,33.2,1
13,13,Versailles-Cht-PtAuteuil,29.8,1
13,13,Versailles-Cht-PtChatillon,42.0,1
13,14,PontNeuilly-StGermainLay,23.5,1
13,14,PtAuteuil-StGermainLay,35.0,1
13,14,PtAuteuil-Versailles-Cht,35.2,1
13,14,PtChatillon-Versailles-Cht,40.2,1
13,14,StGermainLay-PontNeuilly,18.8,1
13,14,StGermainLay-PtAuteuil,32.8,1
13,14,Versailles-Cht-PtAuteuil,29.5,1
13,14,Versailles-Cht-PtChatillon,42.8,1
13,15,PontNeuilly-StGermainLay,24.8,1
13,15,PtAuteuil-StGermainLay,36.0,1
13,15,PtAuteuil-Versailles-Cht,37.0,1
13,15,PtChatillon-Versailles-Cht,42.5,1
13,15,StGermainLay-PontNeuilly,18.8,1
13,15,StGermainLay-PtAuteuil,33.8,1
13,15,Versailles-Cht-PtAuteuil,30.8,1
13,15,Versailles-Cht-PtChatillon,46.5,1
13,16,PontNeuilly-StGermainLay,29.0,2
13,16,PtAuteuil-StGermainLay,41.8,2
13,16,PtAuteuil-Versailles-Cht,37.8,2
13,16,PtChatillon-Versailles-Cht,43.0,2
13,16,StGermainLay-PontNeuilly,19.5,2
13,16,StGermainLay-PtAuteuil,35.5,2
13,16,Versailles-Cht-PtAuteuil,32.5,2
13,16,Versailles-Cht-PtChatillon,51.5,2
13,17,PontNeuilly-StGermainLay,37.0,2
13,17,PtAuteuil-StGermainLay,51.5,2
13,17,PtAuteuil-Versailles-Cht,44.5,2
13,17,PtChatillon-Versailles-Cht,49.0,2
13,17,StGermainLay-PontNeuilly,20.8,2
13,17,StGermainLay-PtAuteuil,37.8,2
13,17,Versailles-Cht-PtAuteuil,34.2,2
13,17,Versailles-Cht-PtChatillon,57.2,2
13,18,PontNeuilly-StGermainLay,35.8,2
13,18,PtAuteuil-StGermainLay,52.5,2
13,18,PtAuteuil-Versailles-Cht,46.0,2
13,18,PtChatillon-Versailles-Cht,50.2,2
13,18,StGermainLay-PontNeuilly,20.5,2
13,18,StGermainLay-PtAuteuil,38.5,2
13,18,Versailles-Cht-PtAuteuil,35.0,2
13,18,Versailles-Cht-PtChatillon,55.5,2
13,19,PontNeuilly-StGermainLay,31.5,2
13,19,PtAuteuil-StGermainLay,40.5,2
13,19,PtAuteuil-Versailles-Cht,39.0,2
13,19,PtChatillon-Versailles-Cht,43.5,2
13,19,StGermainLay-PontNeuilly,18.8,2
13,19,StGermainLay-PtAuteuil,35.5,2
13,19,Versailles-Cht-PtAuteuil,30.8,2
13,19,Versailles-Cht-PtChatillon,48.0,2
13,20,PontNeuilly-StGermainLay,21.8,-1
13,20,PtAuteuil-StGermainLay,30.8,-1
13,20,PtAuteuil-Versailles-Cht,32.0,-1
13,20,PtChatillon-Versailles-Cht,34.5,-1
13,20,StGermainLay-PontNeuilly,18.0,-1
13,20,StGermainLay-PtAuteuil,31.0,-1
13,20,Versailles-Cht-PtAuteuil,27.0,-1
13,20,Versailles-Cht-PtChatillon,34.2,-1
13,21,PontNeuilly-StGermainLay,19.8,-1
13,21,PtAuteuil-StGermainLay,27.0,-1
13,21,PtAuteuil-Versailles-Cht,29.0,-1
13,21,PtChatillon-Versailles-Cht,32.8,-1
13,21,StGermainLay-PontNeuilly,18.0,-1
13,21,StGermainLay-PtAuteuil,30.0,-1
13,21,Versailles-Cht-PtAuteuil,26.0,-1
13,21,Versailles-Cht-PtChatillon,31.2,-1
14,6,PontNeuilly-StGermainLay,19.5,0
14,6,PtAuteuil-StGermainLay,26.0,0
14,6,PtAuteuil-Versailles-Cht,27.0,0
14,6,PtChatillon-Versailles-Cht,30.0,0
14,6,StGermainLay-PontNeuilly,18.2,0
14,6,StGermainLay-PtAuteuil,32.0,0
14,6,Versailles-Cht-PtAuteuil,26.8,0
14,6,Versailles-Cht-PtChatillon,32.8,0
14,7,PontNeuilly-StGermainLay,24.8,0
14,7,PtAuteuil-StGermainLay,32.2,0
14,7,PtAuteuil-Versailles-Cht,32.2,0
14,7,PtChatillon-Versailles-Cht,36.8,0
14,7,StGermainLay-PontNeuilly,23.5,0
14,7,StGermainLay-PtAuteuil,42.2,0
14,7,Versailles-Cht-PtAuteuil,33.5,0
14,7,Versailles-Cht-PtChatillon,46.8,0
14,8,PontNeuilly-StGermainLay,27.0,0
14,8,PtAuteuil-StGermainLay,36.5,0
14,8,PtAuteuil-Versailles-Cht,35.5,0
14,8,PtChatillon-Versailles-Cht,40.0,0
14,8,StGermainLay-PontNeuilly,22.8,0
14,8,StGermainLay-PtAuteuil,40.8,0
14,8,Versailles-Cht-PtAuteuil,39.0,0
14,8,Versailles-Cht-PtChatillon,53.2,0
14,9,PontNeuilly-StGermainLay,25.2,0
14,9,PtAuteuil-StGermainLay,35.5,0
14,9,PtAuteuil-Versailles-Cht,33.8,0
14,9,PtChatillon-Versailles-Cht,38.0,0
14,9,StGermainLay-PontNeuilly,19.8,0
14,9,StGermainLay-PtAuteuil,36.2,0
14,9,Versailles-Cht-PtAuteuil,32.5,0
14,9,Versailles-Cht-PtChatillon,41.0,0
14,10,PontNeuilly-StGermainLay,23.8,1
14,10,PtAuteuil-StGermainLay,34.2,1
14,10,PtAuteuil-Versailles-Cht,33.5,1
14,10,PtChatillon-Versailles-Cht,37.0,1
14,10,StGermainLay-PontNeuilly,19.0,1
14,10,StGermainLay-PtAuteuil,34.2,1
14,10,Versailles-Cht-PtAuteuil,31.2,1
14,10,Versailles-Cht-PtChatillon,43.0,1
14,11,PontNeuilly-StGermainLay,22.5,1
14,11,PtAuteuil-StGermainLay,34.8,1
14,11,PtAuteuil-Versailles-Cht,34.0,1
14,11,PtChatillon-Versailles-Cht,38.5,1
14,11,StGermainLay-PontNeuilly,19.0,1
14,11,StGermainLay-PtAuteuil,33.8,1
14,11,Versailles-Cht-PtAuteuil,30.8,1
14,11,Versailles-Cht-PtChatillon,41.8,1
14,12,PontNeuilly-StGermainLay,23.8,1
14,12,PtAuteuil-StGermainLay,35.5,1
14,12,PtAuteuil-Versailles-Cht,35.2,1
14,12,PtChatillon-Versailles-Cht,39.2,1
14,12,StGermainLay-PontNeuilly,19.5,1
14,12,StGermainLay-PtAuteuil,33.8,1
14,12,Versailles-Cht-PtAuteuil,32.5,1
14,12,Versailles-Cht-PtChatillon,43.2,1
14,13,PontNeuilly-StGermainLay,23.2,1
14,13,PtAuteuil-StGermainLay,37.2,1
14,13,PtAuteuil-Versailles-Cht,36.0,1
14,13,PtChatillon-Versailles-Cht,38.8,1
14,13,StGermainLay-PontNeuilly,18.5,1
14,13,StGermainLay-PtAuteuil,32.2,1
14,13,Versailles-Cht-PtAuteuil,31.0,1
14,13,Versailles-Cht-PtChatillon,44.8,1
14,14,PontNeuilly-StGermainLay,24.5,1
14,14,PtAuteuil-StGermainLay,36.5,1
14,14,PtAuteuil-Versailles-Cht,36.0,1
14,14,PtChatillon-Versailles-Cht,39.8,1
14,14,StGermainLay-PontNeuilly,18.5,1
14,14,StGermainLay-PtAuteuil,32.5,1
14,14,Versailles-Cht-PtAuteuil,32.2,1
14,14,Versailles-Cht-PtChatillon,44.5,1
14,15,PontNeuilly-StGermainLay,28.0,1
14,15,PtAuteuil-StGermainLay,41.5,1
14,15,PtAuteuil-Versailles-Cht,38.5,1
14,15,PtChatillon-Versailles-Cht,41.8,1
14,15,StGermainLay-PontNeuilly,19.5,1
14,15,StGermainLay-PtAuteuil,34.5,1
14,15,Versailles-Cht-PtAuteuil,33.5,1
14,15,Versailles-Cht-PtChatillon,50.0,1
14,16,PontNeuilly-StGermainLay,34.2,2
14,16,PtAuteuil-StGermainLay,50.0,2
14,16,PtAuteuil-Versailles-Cht,43.2,2
14,16,PtChatillon-Versailles-Cht,48.8,2
14,16,StGermainLay-PontNeuilly,20.2,2
14,16,StGermainLay-PtAuteuil,34.8,2
14,16,Versailles-Cht-PtAuteuil,33.8,2
14,16,Versailles-Cht-PtChatillon,52.8,2
14,17,PontNeuilly-StGermainLay,41.2,2
14,17,PtAuteuil-StGermainLay,52.8,2
14,17,PtAuteuil-Versailles-Cht,46.0,2
14,17,PtChatillon-Versailles-Cht,50.5,2
14,17,StGermainLay-PontNeuilly,20.5,2
14,17,StGermainLay-PtAuteuil,36.5,2
14,17,Versailles-Cht-PtAuteuil,36.2,2
14,17,Versailles-Cht-PtChatillon,57.5,2
14,18,PontNeuilly-StGermainLay,43.5,2
14,18,PtAuteuil-StGermainLay,57.5,2
14,18,PtAuteuil-Versailles-Cht,48.5,2
14,18,PtChatillon-Versailles-Cht,48.5,2
14,18,StGermainLay-PontNeuilly,20.0,2
14,18,StGermainLay-PtAuteuil,37.0,2
14,18,Versailles-Cht-PtAuteuil,37.2,2
14,18,Versailles-Cht-PtChatillon,53.0,2
14,19,PontNeuilly-StGermainLay,36.0,2
14,19,PtAuteuil-StGermainLay,45.0,2
14,19,PtAuteuil-Versailles-Cht,43.8,2
14,19,PtChatillon-Versailles-Cht,43.5,2
14,19,StGermainLay-PontNeuilly,19.5,2
14,19,StGermainLay-PtAuteuil,35.2,2
14,19,Versailles-Cht-PtAuteuil,31.5,2
14,19,Versailles-Cht-PtChatillon,46.0,2
14,20,PontNeuilly-StGermainLay,25.2,-1
14,20,PtAuteuil-StGermainLay,37.8,-1
14,20,PtAuteuil-Versailles-Cht,34.0,-1
14,20,PtChatillon-Versailles-Cht,37.8,-1
14,20,StGermainLay-PontNeuilly,18.2,-1
14,20,StGermainLay-PtAuteuil,30.5,-1
14,20,Versailles-Cht-PtAuteuil,29.0,-1
14,20,Versailles-Cht-PtChatillon,38.8,-1
14,21,PontNeuilly-StGermainLay,20.5,-1
14,21,PtAuteuil-StGermainLay,28.0,-1
14,21,PtAuteuil-Versailles-Cht,29.2,-1
14,21,PtChatillon-Versailles-Cht,33.0,-1
14,21,StGermainLay-PontNeuilly,18.0,-1
14,21,StGermainLay-PtAuteuil,29.5,-1
14,21,Versailles-Cht-PtAuteuil,28.0,-1
14,21,Versailles-Cht-PtChatillon,34.2,-1
15,6,PontNeuilly-StGermainLay,18.8,0
15,6,PtAuteuil-StGermainLay,24.0,0
15,6,PtAuteuil-Versailles-Cht,24.8,0
15,6,PtChatillon-Versailles-Cht,27.2,0
15,6,StGermainLay-PontNeuilly,16.0,0
15,6,StGermainLay-PtAuteuil,23.5,0
15,6,Versailles-Cht-PtAuteuil,18.5,0
15,6,Versailles-Cht-PtChatillon,23.2,0
15,7,PontNeuilly-StGermainLay,19.5,0
15,7,PtAuteuil-StGermainLay,25.2,0
15,7,PtAuteuil-Versailles-Cht,27.0,0
15,7,PtChatillon-Versailles-Cht,29.2,0
15,7,StGermainLay-PontNeuilly,16.5,0
15,7,StGermainLay-PtAuteuil,26.2,0
15,7,Versailles-Cht-PtAuteuil,21.0,0
15,7,Versailles-Cht-PtChatillon,24.8,0
15,8,PontNeuilly-StGermainLay,20.5,0
15,8,PtAuteuil-StGermainLay,27.0,0
15,8,PtAuteuil-Versailles-Cht,28.2,0
15,8,PtChatillon-Versailles-Cht,31.2,0
15,8,StGermainLay-PontNeuilly,17.5,0
15,8,StGermainLay-PtAuteuil,29.2,0
15,8,Versailles-Cht-PtAuteuil,24.2,0
15,8,Versailles-Cht-PtChatillon,29.5,0
15,9,PontNeuilly-StGermainLay,21.2,0
15,9,PtAuteuil-StGermainLay,29.0,0
15,9,PtAuteuil-Versailles-Cht,30.8,0
15,9,PtChatillon-Versailles-Cht,33.8,0
15,9,StGermainLay-PontNeuilly,17.8,0
15,9,StGermainLay-PtAuteuil,30.8,0
15,9,Versailles-Cht-PtAuteuil,27.2,0
15,9,Versailles-Cht-PtChatillon,35.0,0
15,10,PontNeuilly-StGermainLay,21.8,1
15,10,PtAuteuil-StGermainLay,33.0,1
15,10,PtAuteuil-Versailles-Cht,34.0,1
15,10,PtChatillon-Versailles-Cht,38.8,1
15,10,StGermainLay-PontNeuilly,18.8,1
15,10,StGermainLay-PtAuteuil,32.0,1
15,10,Versailles-Cht-PtAuteuil,29.2,1
15,10,Versailles-Cht-PtChatillon,38.0,1
15,11,PontNeuilly-StGermainLay,25.0,1
15,11,PtAuteuil-StGermainLay,38.0,1
15,11,PtAuteuil-Versailles-Cht,35.0,1
15,11,PtChatillon-Versailles-Cht,41.0,1
15,11,StGermainLay-PontNeuilly,19.8,1
15,11,StGermainLay-PtAuteuil,33.8,1
15,11,Versailles-Cht-PtAuteuil,31.0,1
15,11,Versailles-Cht-PtChatillon,40.2,1
15,12,PontNeuilly-StGermainLay,25.5,1
15,12,PtAuteuil-StGermainLay,38.0,1
15,12,PtAuteuil-Versailles-Cht,35.0,1
15,12,PtChatillon-Versailles-Cht,41.0,1
15,12,StGermainLay-PontNeuilly,19.8,1
15,12,StGermainLay-PtAuteuil,33.8,1
15,12,Versailles-Cht-PtAuteuil,31.5,1
15,12,Versailles-Cht-PtChatillon,42.5,1
15,13,PontNeuilly-StGermainLay,24.5,1
15,13,PtAuteuil-StGermainLay,35.5,1
15,13,PtAuteuil-Versailles-Cht,34.5,1
15,13,PtChatillon-Versailles-Cht,39.8,1
15,13,StGermainLay-PontNeuilly,19.0,1
15,13,StGermainLay-PtAuteuil,32.2,1
15,13,Versailles-Cht-PtAuteuil,31.0,1
15,13,Versailles-Cht-PtChatillon,40.0,1
15,14,PontNeuilly-StGermainLay,23.8,1
15,14,PtAuteuil-StGermainLay,34.8,1
15,14,PtAuteuil-Versailles-Cht,33.8,1
15,14,PtChatillon-Versailles-Cht,37.8,1
15,14,StGermainLay-PontNeuilly,19.0,1
15,14,StGermainLay-PtAuteuil,32.8,1
15,14,Versailles-Cht-PtAuteuil,29.8,1
15,14,Versailles-Cht-PtChatillon,39.5,1
15,15,PontNeuilly-StGermainLay,24.8,1
15,15,PtAuteuil-StGermainLay,35.5,1
15,15,PtAuteuil-Versailles-Cht,32.8,1
15,15,PtChatillon-Versailles-Cht,39.0,1
15,15,StGermainLay-PontNeuilly,20.0,1
15,15,StGermainLay-PtAuteuil,35.2,1
15,15,Versailles-Cht-PtAuteuil,31.8,1
15,15,Versailles-Cht-PtChatillon,42.2,1
15,16,PontNeuilly-StGermainLay,25.5,2
15,16,PtAuteuil-StGermainLay,36.2,2
15,16,PtAuteuil-Versailles-Cht,33.8,2
15,16,PtChatillon-Versailles-Cht,37.2,2
15,16,StGermainLay-PontNeuilly,20.0,2
15,16,StGermainLay-PtAuteuil,36.0,2
15,16,Versailles-Cht-PtAuteuil,33.2,2
15,16,Versailles-Cht-PtChatillon,43.2,2
15,17,PontNeuilly-StGermainLay,25.0,2
15,17,PtAuteuil-StGermainLay,35.0,2
15,17,PtAuteuil-Versailles-Cht,34.2,2
15,17,PtChatillon-Versailles-Cht,37.2,2
15,17,StGermainLay-PontNeuilly,20.8,2
15,17,StGermainLay-PtAuteuil,36.0,2
15,17,Versailles-Cht-PtAuteuil,32.0,2
15,17,Versailles-Cht-PtChatillon,40.8,2
15,18,PontNeuilly-StGermainLay,23.2,2
15,18,PtAuteuil-StGermainLay,35.0,2
15,18,PtAuteuil-Versailles-Cht,34.0,2
15,18,PtChatillon-Versailles-Cht,36.8,2
15,18,StGermainLay-PontNeuilly,21.8,2
15,18,StGermainLay-PtAuteuil,38.2,2
15,18,Versailles-Cht-PtAuteuil,34.2,2
15,18,Versailles-Cht-PtChatillon,44.0,2
15,19,PontNeuilly-StGermainLay,23.0,2
15,19,PtAuteuil-StGermainLay,34.8,2
15,19,PtAuteuil-Versailles-Cht,32.8,2
15,19,PtChatillon-Versailles-Cht,38.5,2
15,19,StGermainLay-PontNeuilly,19.5,2
15,19,StGermainLay-PtAuteuil,35.0,2
15,19,Versailles-Cht-PtAuteuil,31.2,2
15,19,Versailles-Cht-PtChatillon,40.8,2
15,20,PontNeuilly-StGermainLay,20.5,-1
15,20,PtAuteuil-StGermainLay,28.0,-1
15,20,PtAuteuil-Versailles-Cht,29.2,-1
15,20,PtChatillon-Versailles-Cht,32.5,-1
15,20,StGermainLay-PontNeuilly,18.5,-1
15,20,StGermainLay-PtAuteuil,30.8,-1
15,20,Versailles-Cht-PtAuteuil,28.5,-1
15,20,Versailles-Cht-PtChatillon,32.2,-1
15,21,PontNeuilly-StGermainLay,19.8,-1
15,21,PtAuteuil-StGermainLay,26.2,-1
15,21,PtAuteuil-Versailles-Cht,27.5,-1
15,21,PtChatillon-Versailles-Cht,31.0,-1
15,21,StGermainLay-PontNeuilly,18.0,-1
15,21,StGermainLay-PtAuteuil,28.2,-1
15,21,Versailles-Cht-PtAuteuil,24.8,-1
15,21,Versailles-Cht-PtChatillon,29.0,-1
16,6,PontNeuilly-StGermainLay,18.8,0
16,6,PtAuteuil-StGermainLay,24.2,0
16,6,PtAuteuil-Versailles-Cht,24.5,0
16,6,PtChatillon-Versailles-Cht,27.0,0
16,6,StGermainLay-PontNeuilly,16.0,0
16,6,StGermainLay-PtAuteuil,24.0,0
16,6,Versailles-Cht-PtAuteuil,19.0,0
16,6,Versailles-Cht-PtChatillon,23.2,0
16,7,PontNeuilly-StGermainLay,19.0,0
16,7,PtAuteuil-StGermainLay,25.0,0
16,7,PtAuteuil-Versailles-Cht,26.0,0
16,7,PtChatillon-Versailles-Cht,28.2,0
16,7,StGermainLay-PontNeuilly,16.2,0
16,7,StGermainLay-PtAuteuil,24.0,0
16,7,Versailles-Cht-PtAuteuil,19.0,0
16,7,Versailles-Cht-PtChatillon,23.5,0
16,8,PontNeuilly-StGermainLay,20.0,0
16,8,PtAuteuil-StGermainLay,26.0,0
16,8,PtAuteuil-Versailles-Cht,27.2,0
16,8,PtChatillon-Versailles-Cht,30.0,0
16,8,StGermainLay-PontNeuilly,17.0,0
16,8,StGermainLay-PtAuteuil,25.2,0
16,8,Versailles-Cht-PtAuteuil,20.8,0
16,8,Versailles-Cht-PtChatillon,25.0,0
16,9,PontNeuilly-StGermainLay,20.2,0
16,9,PtAuteuil-StGermainLay,26.0,0
16,9,PtAuteuil-Versailles-Cht,28.2,0
16,9,PtChatillon-Versailles-Cht,31.5,0
16,9,StGermainLay-PontNeuilly,17.0,0
16,9,StGermainLay-PtAuteuil,28.2,0
16,9,Versailles-Cht-PtAuteuil,25.2,0
16,9,Versailles-Cht-PtChatillon,30.2,0
16,10,PontNeuilly-StGermainLay,20.8,1
16,10,PtAuteuil-StGermainLay,32.0,1
16,10,PtAuteuil-Versailles-Cht,29.2,1
16,10,PtChatillon-Versailles-Cht,32.2,1
16,10,StGermainLay-PontNeuilly,18.0,1
16,10,StGermainLay-PtAuteuil,30.2,1
16,10,Versailles-Cht-PtAuteuil,27.0,1
16,10,Versailles-Cht-PtChatillon,33.0,1
16,11,PontNeuilly-StGermainLay,21.0,1
16,11,PtAuteuil-StGermainLay,33.5,1
16,11,PtAuteuil-Versailles-Cht,31.5,1
16,11,PtChatillon-Versailles-Cht,35.0,1
16,11,StGermainLay-PontNeuilly,18.2,1
16,11,StGermainLay-PtAuteuil,32.5,1
16,11,Versailles-Cht-PtAuteuil,29.5,1
16,11,Versailles-Cht-PtChatillon,37.8,1
16,12,PontNeuilly-StGermainLay,23.2,1
16,12,PtAuteuil-StGermainLay,35.8,1
16,12,PtAuteuil-Versailles-Cht,31.8,1
16,12,PtChatillon-Versailles-Cht,36.0,1
16,12,StGermainLay-PontNeuilly,18.5,1
16,12,StGermainLay-PtAuteuil,34.0,1
16,12,Versailles-Cht-PtAuteuil,34.0,1
16,12,Versailles-Cht-PtChatillon,43.8,1
16,13,PontNeuilly-StGermainLay,21.2,1
16,13,PtAuteuil-StGermainLay,31.2,1
16,13,PtAuteuil-Versailles-Cht,30.8,1
16,13,PtChatillon-Versailles-Cht,35.2,1
16,13,StGermainLay-PontNeuilly,18.0,1
16,13,StGermainLay-PtAuteuil,31.5,1
16,13,Versailles-Cht-PtAuteuil,32.8,1
16,13,Versailles-Cht-PtChatillon,39.5,1
16,14,PontNeuilly-StGermainLay,20.8,1
16,14,PtAuteuil-StGermainLay,28.5,1
16,14,PtAuteuil-Versailles-Cht,29.5,1
16,14,PtChatillon-Versailles-Cht,34.5,1
16,14,StGermainLay-PontNeuilly,17.8,1
16,14,StGermainLay-PtAuteuil,31.2,1
16,14,Versailles-Cht-PtAuteuil,29.8,1
16,14,Versailles-Cht-PtChatillon,37.0,1
16,15,PontNeuilly-StGermainLay,21.0,1
16,15,PtAuteuil-StGermainLay,31.2,1
16,15,PtAuteuil-Versailles-Cht,30.2,1
16,15,PtChatillon-Versailles-Cht,35.2,1
16,15,StGermainLay-PontNeuilly,18.5,1
16,15,StGermainLay-PtAuteuil,33.8,1
16,15,Versailles-Cht-PtAuteuil,34.0,1
16,15,Versailles-Cht-PtChatillon,42.2,1
16,16,PontNeuilly-StGermainLay,22.0,2
